collection_id,loan_id,collector_id,action_date,action_type,outcome,promised_amount,next_action_date,escalation_level,source_system,record_created_at
COL0005806,LOAN0005377,AGENT022,2019-09-09,Outbound Call,Agreed Arrangement,18828.49,2020-12-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.448894
COL0005807,LOAN0000716,AGENT029,2024-09-12,Letter,Promise to Pay,21749.26,2019-03-04,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.448930
COL0005808,LOAN0008327,AGENT022,2019-03-08,Outbound Call,Promise to Pay,22466.49,2025-01-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.448963
COL0005809,LOAN0010475,AGENT001,2024-07-14,SMS,Promise to Pay,12147.18,2021-11-27,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.448995
COL0005810,LOAN0017808,AGENT006,2022-10-18,Outbound Call,Promise to Pay,14001.43,2023-11-08,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.449027
COL0005811,LOAN0014270,AGENT001,2019-04-07,Email,Partial Payment,44900.73,2020-04-05,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.449059
COL0005812,LOAN0011622,AGENT029,2023-08-26,Outbound Call,Promise to Pay,18538.31,2020-05-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449092
COL0005813,LOAN0008047,AGENT022,2024-01-30,SMS,No Contact,42992.74,2024-01-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449124
COL0005814,LOAN0001890,AGENT006,2020-05-11,Field Visit,Promise to Pay,4657.32,2021-07-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449160
COL0005815,LOAN0008793,AGENT014,2020-03-30,Legal Notice,No Contact,1599.96,2019-11-09,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449195
COL0005816,LOAN0005909,AGENT002,2020-11-09,SMS,Partial Payment,16677.05,2022-05-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449231
COL0005817,LOAN0007207,AGENT009,2023-10-19,Email,Promise to Pay,8192.68,2024-07-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449272
COL0005818,LOAN0008047,AGENT029,2019-11-26,SMS,Promise to Pay,17495.75,2019-02-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449319
COL0005819,LOAN0007574,AGENT010,2023-02-16,SMS,No Contact,38188.7,2019-10-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449353
COL0005820,LOAN0000369,AGENT013,2021-06-07,Legal Notice,No Contact,36750.18,2022-03-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449385
COL0005821,LOAN0008388,AGENT022,2019-05-08,Outbound Call,Promise to Pay,38295.37,2022-01-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449428
COL0005822,LOAN0003498,AGENT014,2021-05-18,SMS,No Contact,18487.89,2021-09-22,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449464
COL0005823,LOAN0005528,AGENT007,2021-08-31,Email,Agreed Arrangement,6600.98,2021-06-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.449497
COL0005824,LOAN0014900,AGENT004,2023-12-05,Field Visit,Partial Payment,48973.71,2019-09-25,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449539
COL0005825,LOAN0000400,AGENT014,2024-07-02,SMS,Promise to Pay,3261.21,2022-09-11,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.449601
COL0005826,LOAN0001410,AGENT012,2021-01-05,Outbound Call,Partial Payment,35656.92,2019-09-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449635
COL0005827,LOAN0016265,AGENT004,2021-02-13,Legal Notice,No Contact,24818.99,2020-11-01,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449668
COL0005828,LOAN0016604,AGENT022,2024-08-03,Outbound Call,Dispute Raised,18973.12,2019-04-04,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.449707
COL0005829,LOAN0003244,AGENT022,2024-07-24,Outbound Call,Paid in Full,35079.21,2024-09-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449758
COL0005830,LOAN0003511,AGENT030,2020-07-24,Outbound Call,Dispute Raised,19461.53,2024-04-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449791
COL0005831,LOAN0002519,AGENT024,2020-03-21,Email,Paid in Full,47968.21,2024-03-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.449823
COL0005832,LOAN0011575,AGENT007,2024-08-03,Field Visit,Promise to Pay,30127.91,2024-04-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449855
COL0005833,LOAN0008543,AGENT028,2020-06-03,Email,No Contact,16261.84,2023-03-11,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.449887
COL0005834,LOAN0002764,AGENT018,2020-08-07,Email,Paid in Full,44618.61,2021-12-03,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449924
COL0005835,LOAN0013597,AGENT009,2021-07-10,Outbound Call,Promise to Pay,39027.52,2024-06-07,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.449957
COL0005836,LOAN0016853,AGENT004,2022-05-13,Outbound Call,Promise to Pay,26170.94,2022-09-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.449994
COL0005837,LOAN0015799,AGENT030,2023-01-10,Promise to Pay Follow-Up,Partial Payment,14350.83,2021-01-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450027
COL0005838,LOAN0017430,AGENT017,2023-08-15,Restructure Offer,Agreed Arrangement,24595.88,2019-08-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450060
COL0005839,LOAN0017668,AGENT008,2024-05-28,Email,No Contact,12070.14,2023-10-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450092
COL0005840,LOAN0013826,AGENT007,2019-11-13,Email,Dispute Raised,26743.01,2024-07-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450124
COL0005841,LOAN0013198,AGENT004,2021-09-22,Outbound Call,Promise to Pay,45073.77,2021-06-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450157
COL0005842,LOAN0000661,AGENT019,2023-06-30,Outbound Call,Dispute Raised,42749.0,2023-11-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450189
COL0005843,LOAN0009267,AGENT002,2022-12-24,SMS,Promise to Pay,33009.02,2020-06-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450222
COL0005844,LOAN0005014,AGENT021,2020-12-19,Outbound Call,No Contact,29630.96,2019-02-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450256
COL0005845,LOAN0000594,AGENT008,2021-09-12,Legal Notice,Promise to Pay,39838.17,2021-05-01,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450288
COL0005846,LOAN0006589,AGENT002,2023-10-15,Letter,Dispute Raised,8233.94,2020-06-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450322
COL0005847,LOAN0003538,AGENT013,2022-12-12,Letter,Promise to Pay,24854.33,2020-04-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450355
COL0005848,LOAN0005515,AGENT016,2024-12-17,Outbound Call,No Contact,34322.23,2022-09-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.450387
COL0005849,LOAN0008853,AGENT018,2021-03-05,Outbound Call,Promise to Pay,6260.85,2023-11-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450440
COL0005850,LOAN0016094,AGENT013,2022-04-24,Letter,No Contact,45320.76,2022-03-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450482
COL0005851,LOAN0012888,AGENT024,2022-03-19,Restructure Offer,Deceased,6159.03,2022-08-26,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.450515
COL0005852,LOAN0004820,AGENT015,2019-12-19,Outbound Call,Partial Payment,46782.5,2020-01-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450560
COL0005853,LOAN0009057,AGENT009,2019-10-24,Email,Partial Payment,8695.82,2019-11-28,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450595
COL0005854,LOAN0014911,AGENT025,2024-09-11,SMS,Paid in Full,26438.42,2019-02-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450643
COL0005855,LOAN0015315,AGENT012,2019-01-17,Outbound Call,Promise to Pay,24732.36,2020-11-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450689
COL0005856,LOAN0016144,AGENT014,2020-05-11,Outbound Call,Promise to Pay,9754.66,2024-05-31,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450722
COL0005857,LOAN0003511,AGENT019,2020-09-18,Letter,Paid in Full,14924.05,2020-04-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450758
COL0005858,LOAN0007261,AGENT027,2022-01-20,SMS,No Contact,20004.0,2020-12-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450806
COL0005859,LOAN0017397,AGENT026,2021-11-07,Letter,Partial Payment,29751.42,2019-06-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450850
COL0005860,LOAN0017672,AGENT017,2022-06-29,Outbound Call,Promise to Pay,41218.06,2023-04-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450885
COL0005861,LOAN0015080,AGENT023,2021-11-16,Outbound Call,Dispute Raised,37624.55,2020-09-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.450918
COL0005862,LOAN0001401,AGENT009,2023-09-03,Outbound Call,Relocated,23905.95,2019-03-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.450951
COL0005863,LOAN0008402,AGENT006,2020-12-08,Legal Notice,Promise to Pay,1769.96,2024-02-03,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.450983
COL0005864,LOAN0017549,AGENT017,2024-04-08,Outbound Call,No Contact,13004.64,2021-05-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451019
COL0005865,LOAN0011232,AGENT020,2020-01-23,Outbound Call,No Contact,31861.49,2023-10-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.451052
COL0005866,LOAN0011322,AGENT025,2020-07-05,Legal Notice,Promise to Pay,7139.48,2021-09-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451087
COL0005867,LOAN0017899,AGENT023,2023-12-21,Field Visit,No Contact,9521.03,2022-07-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451122
COL0005868,LOAN0017524,AGENT015,2024-07-17,Letter,Agreed Arrangement,6044.7,2021-01-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451156
COL0005869,LOAN0010097,AGENT010,2024-12-03,Legal Notice,No Contact,47121.18,2019-08-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451191
COL0005870,LOAN0004569,AGENT021,2022-12-18,Outbound Call,Promise to Pay,10096.74,2021-01-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451223
COL0005871,LOAN0009043,AGENT024,2022-10-04,Restructure Offer,Partial Payment,49612.9,2023-10-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451255
COL0005872,LOAN0010064,AGENT009,2020-07-16,Legal Notice,Promise to Pay,40996.18,2021-11-20,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.451288
COL0005873,LOAN0014598,AGENT027,2020-04-26,Promise to Pay Follow-Up,No Contact,9959.41,2019-06-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451323
COL0005874,LOAN0012613,AGENT007,2023-05-16,Legal Notice,Promise to Pay,39718.47,2022-05-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451358
COL0005875,LOAN0017060,AGENT001,2021-09-07,Outbound Call,Agreed Arrangement,8872.95,2025-01-10,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451390
COL0005876,LOAN0004788,AGENT003,2020-05-09,SMS,No Contact,4159.86,2022-02-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451444
COL0005877,LOAN0001044,AGENT024,2022-12-13,Letter,Paid in Full,11727.28,2023-03-01,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.451479
COL0005878,LOAN0007585,AGENT023,2023-03-24,Promise to Pay Follow-Up,Relocated,49501.32,2019-07-30,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.451511
COL0005879,LOAN0016631,AGENT019,2020-10-05,Outbound Call,Promise to Pay,13668.96,2019-11-19,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451550
COL0005880,LOAN0001923,AGENT021,2023-04-29,SMS,Dispute Raised,7955.33,2023-09-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451610
COL0005881,LOAN0000877,AGENT019,2019-05-06,SMS,Promise to Pay,13487.24,2022-11-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451644
COL0005882,LOAN0008674,AGENT014,2021-06-02,SMS,Paid in Full,32935.09,2022-01-30,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451677
COL0005883,LOAN0002442,AGENT014,2021-07-02,SMS,Relocated,22207.24,2024-01-29,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451723
COL0005884,LOAN0000139,AGENT015,2022-09-17,Legal Notice,Promise to Pay,21769.08,2024-08-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451769
COL0005885,LOAN0010296,AGENT007,2024-05-30,Field Visit,Promise to Pay,42532.53,2021-06-30,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.451802
COL0005886,LOAN0001152,AGENT006,2020-09-28,Outbound Call,No Contact,44871.2,2019-10-30,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.451839
COL0005887,LOAN0012604,AGENT009,2022-09-29,Email,Promise to Pay,47624.68,2020-10-13,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451871
COL0005888,LOAN0013394,AGENT001,2024-08-07,SMS,No Contact,20839.08,2024-06-28,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.451904
COL0005889,LOAN0008798,AGENT007,2022-09-17,Email,No Contact,21148.79,2020-11-07,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.451936
COL0005890,LOAN0000575,AGENT023,2019-11-06,Letter,Partial Payment,6134.94,2023-02-04,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.451970
COL0005891,LOAN0014415,AGENT030,2020-11-05,Email,Dispute Raised,8928.88,2022-03-02,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452003
COL0005892,LOAN0003385,AGENT022,2023-08-22,Email,Partial Payment,37788.47,2021-01-08,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452049
COL0005893,LOAN0014936,AGENT021,2021-05-28,Legal Notice,Promise to Pay,4453.54,2023-08-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452082
COL0005894,LOAN0009333,AGENT016,2023-05-13,Outbound Call,Relocated,10037.55,2019-11-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452116
COL0005895,LOAN0000274,AGENT008,2021-01-30,SMS,No Contact,9346.13,2021-12-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452169
COL0005896,LOAN0007365,AGENT003,2023-08-03,Outbound Call,Promise to Pay,22754.18,2024-02-20,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452203
COL0005897,LOAN0000665,AGENT013,2020-08-14,Email,No Contact,35977.49,2020-08-08,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452235
COL0005898,LOAN0014459,AGENT023,2021-02-06,SMS,Dispute Raised,37919.78,2020-04-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452268
COL0005899,LOAN0005205,AGENT002,2023-01-29,Field Visit,Paid in Full,997.16,2022-10-23,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452306
COL0005900,LOAN0013184,AGENT021,2019-08-23,SMS,Dispute Raised,16957.6,2019-08-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452338
COL0005901,LOAN0008124,AGENT016,2019-11-05,Field Visit,Deceased,45642.62,2020-02-11,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452371
COL0005902,LOAN0012577,AGENT027,2024-04-07,Letter,No Contact,2459.26,2022-08-15,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452404
COL0005903,LOAN0006723,AGENT011,2024-08-17,Outbound Call,No Contact,17898.13,2021-03-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452451
COL0005904,LOAN0016730,AGENT016,2019-03-17,Promise to Pay Follow-Up,Promise to Pay,25171.24,2020-06-25,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452492
COL0005905,LOAN0015533,AGENT005,2021-10-14,SMS,Relocated,9280.22,2024-03-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452525
COL0005906,LOAN0006208,AGENT028,2022-11-12,SMS,Promise to Pay,2855.16,2022-09-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452572
COL0005907,LOAN0016953,AGENT014,2024-10-31,Outbound Call,Promise to Pay,3689.4,2024-06-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452606
COL0005908,LOAN0002542,AGENT001,2023-12-22,Email,Promise to Pay,666.19,2024-07-06,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452639
COL0005909,LOAN0003005,AGENT001,2022-03-26,Outbound Call,Partial Payment,9530.17,2022-07-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452671
COL0005910,LOAN0010505,AGENT015,2020-03-02,Outbound Call,Promise to Pay,37249.32,2023-08-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452704
COL0005911,LOAN0015430,AGENT020,2023-09-09,SMS,No Contact,36965.0,2023-02-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452736
COL0005912,LOAN0010919,AGENT002,2019-10-24,Outbound Call,Agreed Arrangement,49792.02,2019-04-21,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452769
COL0005913,LOAN0014257,AGENT023,2024-07-24,Letter,Dispute Raised,37274.69,2022-07-26,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452824
COL0005914,LOAN0008362,AGENT003,2024-07-13,Outbound Call,Agreed Arrangement,43172.72,2021-02-25,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452862
COL0005915,LOAN0008782,AGENT030,2023-11-12,Promise to Pay Follow-Up,Promise to Pay,33135.57,2021-05-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452894
COL0005916,LOAN0009808,AGENT006,2020-02-10,Legal Notice,Partial Payment,28591.02,2020-09-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.452927
COL0005917,LOAN0012210,AGENT010,2019-02-20,Outbound Call,Promise to Pay,47533.25,2024-05-16,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.452959
COL0005918,LOAN0005547,AGENT016,2022-03-15,Outbound Call,Partial Payment,49543.91,2024-03-28,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.452991
COL0005919,LOAN0006688,AGENT011,2021-06-28,Outbound Call,Partial Payment,39023.67,2020-03-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453024
COL0005920,LOAN0015878,AGENT017,2020-01-03,SMS,Partial Payment,49436.46,2021-03-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453058
COL0005921,LOAN0014691,AGENT021,2019-10-09,Outbound Call,Relocated,25742.19,2023-06-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453091
COL0005922,LOAN0010571,AGENT004,2024-03-11,Letter,Relocated,38407.79,2021-05-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453123
COL0005923,LOAN0011555,AGENT018,2021-12-29,Outbound Call,Promise to Pay,29150.7,2022-02-05,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453158
COL0005924,LOAN0004382,AGENT021,2024-07-17,Promise to Pay Follow-Up,Paid in Full,40098.15,2024-03-15,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453193
COL0005925,LOAN0010038,AGENT005,2020-10-24,Restructure Offer,No Contact,23105.75,2020-12-02,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453225
COL0005926,LOAN0011277,AGENT002,2020-03-27,Outbound Call,No Contact,40045.93,2024-02-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453257
COL0005927,LOAN0015022,AGENT019,2020-07-11,Outbound Call,Agreed Arrangement,12519.41,2022-09-14,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453289
COL0005928,LOAN0002646,AGENT019,2023-10-14,Outbound Call,Promise to Pay,33032.88,2023-02-12,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.453323
COL0005929,LOAN0016962,AGENT015,2023-06-22,Restructure Offer,Paid in Full,40308.06,2022-08-07,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453355
COL0005930,LOAN0005992,AGENT023,2023-12-13,Outbound Call,Relocated,19808.97,2024-02-26,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453386
COL0005931,LOAN0000704,AGENT014,2020-10-16,Email,Paid in Full,38116.91,2021-03-03,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.453429
COL0005932,LOAN0001719,AGENT030,2021-02-23,Email,Dispute Raised,25381.9,2022-04-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453467
COL0005933,LOAN0016798,AGENT010,2023-05-11,SMS,No Contact,19765.05,2021-10-17,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453501
COL0005934,LOAN0006421,AGENT004,2019-09-25,Outbound Call,Partial Payment,5069.76,2022-04-15,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453536
COL0005935,LOAN0011534,AGENT019,2021-11-14,SMS,Dispute Raised,46695.93,2021-07-23,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453581
COL0005936,LOAN0001218,AGENT017,2024-12-17,SMS,Promise to Pay,7365.84,2020-05-24,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453615
COL0005937,LOAN0012879,AGENT025,2020-02-03,SMS,No Contact,46264.87,2021-06-10,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453650
COL0005938,LOAN0003355,AGENT005,2020-02-24,Field Visit,Partial Payment,19698.5,2023-07-03,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453683
COL0005939,LOAN0011913,AGENT026,2021-02-19,Outbound Call,No Contact,33557.12,2019-06-22,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453716
COL0005940,LOAN0003256,AGENT007,2021-06-15,Promise to Pay Follow-Up,Dispute Raised,8384.5,2024-01-24,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.453749
COL0005941,LOAN0007323,AGENT012,2021-07-10,Outbound Call,No Contact,16188.29,2020-09-18,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453781
COL0005942,LOAN0016724,AGENT013,2021-04-10,SMS,Promise to Pay,1040.74,2019-06-12,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.453813
COL0005943,LOAN0006367,AGENT028,2022-02-01,Outbound Call,Relocated,29562.18,2023-08-14,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.453845
COL0005944,LOAN0011232,AGENT014,2022-05-09,SMS,Partial Payment,34997.71,2019-05-05,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.453897
COL0005945,LOAN0007648,AGENT016,2024-05-28,Letter,Promise to Pay,41715.33,2021-11-14,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453956
COL0005946,LOAN0017232,AGENT003,2023-11-03,Outbound Call,Promise to Pay,31941.35,2021-08-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.453993
COL0005947,LOAN0013274,AGENT028,2023-10-06,Field Visit,Promise to Pay,44850.7,2024-03-08,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454031
COL0005948,LOAN0005637,AGENT026,2019-09-09,Email,Deceased,23698.59,2022-08-17,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.454064
COL0005949,LOAN0006208,AGENT012,2020-05-20,Outbound Call,Paid in Full,5197.63,2022-05-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454096
COL0005950,LOAN0015695,AGENT023,2022-07-02,Outbound Call,Partial Payment,41238.07,2022-05-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454129
COL0005951,LOAN0005074,AGENT007,2019-12-18,Outbound Call,Partial Payment,36645.86,2019-04-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454162
COL0005952,LOAN0008607,AGENT013,2023-07-25,Letter,Partial Payment,6458.47,2019-04-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454194
COL0005953,LOAN0011850,AGENT008,2019-10-26,Outbound Call,Promise to Pay,44720.27,2019-03-09,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454226
COL0005954,LOAN0017915,AGENT005,2021-11-10,Outbound Call,Partial Payment,214.29,2021-12-13,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454264
COL0005955,LOAN0011505,AGENT023,2020-05-16,Promise to Pay Follow-Up,Partial Payment,25502.63,2024-12-24,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454301
COL0005956,LOAN0002228,AGENT006,2023-09-12,Legal Notice,No Contact,29075.07,2019-08-19,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.454334
COL0005957,LOAN0006653,AGENT023,2021-04-25,SMS,Promise to Pay,45094.78,2021-06-18,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454366
COL0005958,LOAN0017207,AGENT023,2020-08-22,Outbound Call,Paid in Full,45239.71,2020-03-06,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454398
COL0005959,LOAN0003453,AGENT009,2023-12-27,SMS,Paid in Full,36432.93,2022-11-16,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454445
COL0005960,LOAN0016845,AGENT017,2024-02-12,Letter,Partial Payment,19729.96,2021-02-02,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454478
COL0005961,LOAN0000922,AGENT024,2024-11-17,SMS,Partial Payment,33743.02,2020-07-19,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454511
COL0005962,LOAN0012473,AGENT012,2024-08-28,Email,Promise to Pay,44973.13,2024-05-20,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454550
COL0005963,LOAN0000649,AGENT022,2019-10-26,Outbound Call,Promise to Pay,27928.79,2020-12-05,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454587
COL0005964,LOAN0002728,AGENT007,2020-08-14,Outbound Call,No Contact,1948.05,2020-06-22,Legal,COLLECTIONS_CRM,2026-04-18 13:21:59.454622
COL0005965,LOAN0004052,AGENT024,2022-03-27,SMS,Promise to Pay,16677.36,2021-10-23,Level 3,COLLECTIONS_CRM,2026-04-18 13:21:59.454655
COL0005966,LOAN0014746,AGENT016,2023-06-13,Outbound Call,No Contact,27333.35,2023-02-16,Level 2,COLLECTIONS_CRM,2026-04-18 13:21:59.454687
COL0005967,LOAN0011918,AGENT030,2023-03-17,SMS,No Contact,22297.49,2019-05-21,Level 1,COLLECTIONS_CRM,2026-04-18 13:21:59.454720
